name,Country,Region,Municipality,latitude,longitude
Batman Airport,TR,TR-72,Batman,41.044522,-81.896814
MuÃ…ÂŸ Airport,TR,TR-49,MuÃ…ÂŸ,40.979132,-83.652998
Siirt Airport,TR,TR-56,Siirt,40.914732,-83.804098
KahramanmaraÃ…ÂŸ Airport,TR,TR-46,KahramanmaraÃ…ÂŸ,40.972864,-83.778601
AÃ„ÂŸrÃ„Â± Airport,TR,TR-04,,48.5864614,17.8428696
AdÃ„Â±yaman Airport,TR,TR-02,AdÃ„Â±yaman,37.78936,38.3141101
Mardin Airport,TR,TR-47,Mardin,40.9809984,-83.8140504
Ã…ÂžanlÃ„Â±urfa GAP Airport,TR,TR-63,Ã…ÂžanlÃ„Â±urfa,40.9811075,-81.3680044
Ã…ÂžÃ„Â±rnak Ã…Âžerafettin ElÃƒÂ§i Airport,TR,TR-73,Ã…ÂžÃ„Â±rnak,40.817885,-81.861148
Hakkari YÃƒÂ¼ksekova Airport,TR,TR-30,Hakkari,40.85591,-83.670202
Hatay Airport,TR,TR-31,Hatay,40.70034,-82.11566
SÃƒÂ¼leyman Demirel International Airport,TR,TR-32,Isparta,41.520782,-82.885792
BalÃ„Â±kesir KÃƒÂ¶rfez Airport,TR,TR-10,Edremit,41.529797,-84.056977
Milas Bodrum International Airport,TR,TR-48,Bodrum,40.980005,-83.7296806
Sabiha GÃƒÂ¶kÃƒÂ§en International Airport,TR,TR-34,Istanbul,40.726739,-82.0038845
Istanbul Airport,TR,TR-34,Istanbul,40.726739,-82.0038845
GazipaÃ…ÂŸa Airport,TR,TR-07,GazipaÃ…ÂŸa,36.9279654,30.7276865
BÃ„ÂƒlÃˆÂ›i International Airport,MD,MD-RS,BÃ„ÂƒlÃˆÂ›i,45.24827725,19.7750425392937
MÃ„ÂƒrculeÃ…ÂŸti International Airport,MD,MD-FR,MÃ„ÂƒrculeÃ…ÂŸti,47.4423518,-2.10672082757926
Cahul International Airport,MD,MD-BL,Cahul,46.8364432,29.6308431
ChiÃ…ÂŸinÃ„Âƒu International Airport,MD,MD-C,ChiÃ…ÂŸinÃ„Âƒu,47.30280225,28.3071026041547
Tiraspol Airport,MD,MD-TR,Tiraspol,45.0422156,7.63941301129799
Lublin Airport,PL,PL-LU,Lublin,50.976229,22.7991176
Ohrid St. Paul the Apostle Airport,MK,MK-003,Ohrid,49.3316166,-122.9506385
Skopje Alexander the Great Airport,MK,MK-004,Skopje,51.1554372,7.49263071506826
Gibraltar Airport,GI,GI-U-A,Gibraltar,36.1519465,-5.3468166
Brak Airport,LY,LY-SH,Brak,32.8912884,13.1915932
Belgrade Nikola Tesla Airport,RS,RS-00,Belgrade,59.5837798,17.8801028
Batajnica Air Base,RS,RS-07,Batajnica,48.3402418,20.2285855
Nis Airport,RS,RS-20,Nis,45.3790965,20.3950438
Podgorica Airport,ME,ME-16,Podgorica,44.9400967,-71.0345446
Tivat Airport,ME,ME-19,Tivat,20.638011,-100.410874
M. R. Ã…Â tefÃƒÂ¡nik Airport,SK,SK-BL,Bratislava,49.2171122,18.7407695
KoÃ…Â¡ice Airport,SK,SK-KI,KoÃ…Â¡ice,50.4189108,-104.58672533722
KuchyÃ…Âˆa Air Base,SK,SK-BL,Malacky,49.2171122,18.7407695
PieÃ…Â¡Ã…Â¥any Airport,SK,SK-TA,PieÃ…Â¡Ã…Â¥any,40.54881555,17.0805801245474
SliaÃ„Â Airport,SK,SK-BC,SliaÃ„Â,55.001251,-125.002441
TrenÃ„ÂÃƒÂ­n Airport,SK,SK-TC,TrenÃ„ÂÃƒÂ­n,57.7164116,11.8383172952944
Poprad-Tatry Airport,SK,SK-KI,Poprad,50.4189108,-104.58672533722
Ã…Â½ilina Airport,SK,SK-ZI,Ã…Â½ilina,55.5321257,-106.1412243
JAGS McCartney International Airport,TC,TC-GT,Cockburn Town,11.9645929,75.393231
North Caicos Airport,TC,TC-NC,,45.7259706,4.9411372
Providenciales Airport,TC,TC-PR,Providenciales Island,45.7259706,4.9411372
South Caicos Airport,TC,TC-SC,,51.35945295,6.63843830486622
Maria Montez International Airport,DO,DO-04,Barahona,44.1640832,6.18785153860908
Cabo Rojo Airport,DO,DO-16,Cabo Rojo,19.4073825,-71.1420784
SamanÃƒÂ¡ El Catey International Airport,DO,DO-20,Samana,48.2434521,27.6086990801164
La Isabela International Airport,DO,DO-01,La Isabela,37.5666791,126.9782914
Casa De Campo International Airport,DO,DO-12,La Romana,,
Punta Cana International Airport,DO,DO-11,Punta Cana,18.53063095,-69.8409362527852
Gregorio Luperon International Airport,DO,DO-18,Puerto Plata,19.4249207,-70.6885845
Las AmÃƒÂ©ricas International Airport,DO,DO-01,Santo Domingo,37.5666791,126.9782914
San Isidro Air Base,DO,DO-01,San Isidro,37.5666791,126.9782914
Cibao International Airport,DO,DO-25,Santiago,48.2439841,27.608783653807
Coban Airport,GT,GT-AV,Coban,32.8577637,-117.1097922
La Aurora Airport,GT,GT-GU,Guatemala City,27.9560272,101.0202433
Puerto Barrios Airport,GT,GT-IZ,Puerto Barrios,15.7379098,-88.5888038
Rubelsanto Airport,GT,GT-AV,Rubelsanto,32.8577637,-117.1097922
Retalhuleu Airport,GT,GT-RE,Retalhuleu,51.5362424,9.8937356
San JosÃƒÂ© Airport,GT,GT-ES,Puerto San JosÃƒÂ©,42.61946,-7.863112
Mundo Maya International Airport,GT,GT-PE,San Benito,16.9,-89.9
Goloson International Airport,HN,HN-AT,La Ceiba,51.2056216,-3.14061358689845
RamÃƒÂ³n Villeda Morales International Airport,HN,HN-CR,San Pedro Sula,46.84686165,28.4174821040205
La Laguna Airport,HN,HN-IB,Guanaja,,
Juan Manuel Galvez International Airport,HN,HN-IB,Roatan Island,,
Coronel Enrique Soto Cano Air Base,HN,HN-CM,Comayagua,,
Tela Airport,HN,HN-AT,Tela,51.2056216,-3.14061358689845
ToncontÃƒÂ­n International Airport,HN,HN-FM,Tegucigalpa,,
Trujillo Airport,HN,HN-CL,Trujillo,-35.9533188,-71.6793864
Boscobel Aerodrome,JM,JM-05,Ocho Rios,,
Norman Manley International Airport,JM,JM-01,Kingston,-0.15239175,-78.4679207432422
Sangster International Airport,JM,JM-08,Montego Bay,-0.15239175,-78.4679207432422
Ken Jones Airport,JM,JM-04,Ken Jones,-0.15239175,-78.4679207432422
Tinson Pen Airport,JM,JM-02,Tinson Pen,-0.15239175,-78.4679207432422
General Juan N Alvarez International Airport,MX,MX-GRO,Acapulco,17.666667,-100
Del Norte International Airport,MX,MX-NLE,,26.2384363,-99.8873
JesÃƒÂºs TerÃƒÂ¡n Paredo International Airport,MX,MX-AGU,Aguascalientes,22.0000001,-102.5000001
BahÃƒÂ­as de Huatulco International Airport,MX,MX-OAX,Huatulco,17,-96.5
General Mariano Matamoros Airport,MX,MX-MOR,,18.75,-99
Ciudad del Carmen International Airport,MX,MX-CAM,Ciudad del Carmen,19.32920555,-89.9439148263377
Bachigualato Federal International Airport,MX,MX-SIN,CuliacÃƒÂ¡n,25.0000001,-107.5000001
Chetumal International Airport,MX,MX-ROO,Chetumal,19.6666671,-88.5000001
Ciudad ObregÃƒÂ³n International Airport,MX,MX-SON,Ciudad ObregÃƒÂ³n,29.3333331,-110.6666671
Ingeniero Alberto AcuÃƒÂ±a Ongay International Airport,MX,MX-CAM,Campeche,19.32920555,-89.9439148263377
Abraham GonzÃƒÂ¡lez International Airport,MX,MX-CHH,Ciudad JuÃƒÂ¡rez,28.5000001,-106.0000001
Chichen Itza International Airport,MX,MX-YUC,Chichen Itza,20.6845957,-88.8755669
General Roberto Fierro Villalobos International Airport,MX,MX-CHH,Chihuahua,28.5000001,-106.0000001
General Pedro Jose Mendez International Airport,MX,MX-TAM,Ciudad Victoria,23.9891553,-98.7026825
Captain Rogelio Castillo National Airport,MX,MX-GUA,Celaya,20.9876996,-101
Cozumel International Airport,MX,MX-ROO,Cozumel,19.6666671,-88.5000001
Ciudad ConstituciÃƒÂ³n Airport,MX,MX-BCS,Ciudad ConstituciÃƒÂ³n,25.5818014,-111.5706164
General Guadalupe Victoria International Airport,MX,MX-DUR,Durango,24.833333,-104.833333
Amado Nervo National Airport,MX,MX-NAY,Tepic,21.5477653,-104.9572579
Don Miguel Hidalgo Y Costilla International Airport,MX,MX-JAL,Guadalajara,20.3333331,-103.6666671
General JosÃƒÂ© MarÃƒÂ­a YÃƒÂ¡ÃƒÂ±ez International Airport,MX,MX-SON,Guaymas,29.3333331,-110.6666671
General Ignacio P. Garcia International Airport,MX,MX-SON,Hermosillo,29.3333331,-110.6666671
Licenciado Miguel de la Madrid Airport,MX,MX-COL,Colima,19.166667,-104
Plan De Guadalupe International Airport,MX,MX-COA,Saltillo,27.3333331,-102.0000001
Ixtepec Airport,MX,MX-OAX,Ixtepec,17,-96.5
El Lencero Airport,MX,MX-VER,Xalapa,19.333333,-96.666667
LÃƒÂ¡zaro CÃƒÂ¡rdenas Airport,MX,MX-MIC,LÃƒÂ¡zaro CÃƒÂ¡rdenas,19.207098,-101.878113
Valle del Fuerte International Airport,MX,MX-SIN,Los Mochis,25.0000001,-107.5000001
Del BajÃƒÂ­o International Airport,MX,MX-GUA,Silao,20.9876996,-101
Manuel MÃƒÂ¡rquez de LeÃƒÂ³n International Airport,MX,MX-BCS,La Paz,25.5818014,-111.5706164
Loreto International Airport,MX,MX-BCS,Loreto,25.5818014,-111.5706164
General Servando Canales International Airport,MX,MX-TAM,Matamoros,23.9891553,-98.7026825
Licenciado Manuel Crescencio Rejon Int Airport,MX,MX-YUC,MÃƒÂ©rida,20.6845957,-88.8755669
General Rodolfo SÃƒÂ¡nchez Taboada International Airport,MX,MX-BCN,Mexicali,30.0338923,-115.1425107
General Francisco J. Mujica International Airport,MX,MX-MIC,Morelia,19.207098,-101.878113
MinatitlÃƒÂ¡n/Coatzacoalcos National Airport,MX,MX-VER,MinatitlÃƒÂ¡n,19.333333,-96.666667
Monclova International Airport,MX,MX-COA,,27.3333331,-102.0000001
Licenciado Benito Juarez International Airport,MX,MX-DIF,Mexico City,19.32055625,-99.1517010707765
General Mariano Escobedo International Airport,MX,MX-NLE,Monterrey,26.2384363,-99.8873
General Rafael Buelna International Airport,MX,MX-SIN,MazatlÃƒÂ¡n,25.0000001,-107.5000001
QuetzalcÃƒÂ³atl International Airport,MX,MX-TAM,Nuevo Laredo,23.9891553,-98.7026825
XoxocotlÃƒÂ¡n International Airport,MX,MX-OAX,Oaxaca,17,-96.5
El TajÃƒÂ­n National Airport,MX,MX-VER,Poza Rica,19.333333,-96.666667
Hermanos SerdÃƒÂ¡n International Airport,MX,MX-PUE,Puebla,18.833333,-98
Piedras Negras International Airport,MX,MX-COA,,27.3333331,-102.0000001
Licenciado y General Ignacio Lopez Rayon Airport,MX,MX-MIC,,19.207098,-101.878113
Licenciado Gustavo DÃƒÂ­az Ordaz International Airport,MX,MX-JAL,Puerto Vallarta,20.3333331,-103.6666671
Puerto Escondido International Airport,MX,MX-OAX,Puerto Escondido,17,-96.5
QuerÃƒÂ©taro Intercontinental Airport,MX,MX-QUE,QuerÃƒÂ©taro,20.8542575,-99.84756
General Lucio Blanco International Airport,MX,MX-TAM,Reynosa,23.9891553,-98.7026825
Los Cabos International Airport,MX,MX-BCS,San JosÃƒÂ© del Cabo,25.5818014,-111.5706164
Cabo San Lucas International Airport,MX,MX-BCS,Cabo San Lucas,25.5818014,-111.5706164
Ponciano Arriaga International Airport,MX,MX-SLP,San Luis PotosÃƒÂ­,22.5000001,-100.5000001
TerÃƒÂ¡n Air Base,MX,MX-CHP,Tuxtla GutiÃƒÂ©rrez,16.5000001,-92.5000001
Francisco Sarabia International Airport,MX,MX-COA,TorreÃƒÂ³n,27.3333331,-102.0000001
Angel Albino Corzo International Airport,MX,MX-CHP,Tuxtla GutiÃƒÂ©rrez,16.5000001,-92.5000001
General Abelardo L. RodrÃƒÂ­guez International Airport,MX,MX-BCN,Tijuana,30.0338923,-115.1425107
General Francisco Javier Mina International Airport,MX,MX-TAM,Tampico,23.9891553,-98.7026825
Licenciado Adolfo Lopez Mateos International Airport,MX,MX-MEX,Toluca,19.4839446,-99.6899716
Tapachula International Airport,MX,MX-CHP,Tapachula,16.5000001,-92.5000001
CancÃƒÂºn International Airport,MX,MX-ROO,CancÃƒÂºn,19.6666671,-88.5000001
Carlos Rovirosa PÃƒÂ©rez International Airport,MX,MX-TAB,Villahermosa,17.95078635,-92.483122132414
General Heriberto Jara International Airport,MX,MX-VER,Veracruz,19.333333,-96.666667
General Leobardo C. Ruiz International Airport,MX,MX-ZAC,Zacatecas,23.0000001,-103.0000001
Ixtapa Zihuatanejo International Airport,MX,MX-GRO,Ixtapa,17.666667,-100
Playa De Oro International Airport,MX,MX-COL,Manzanillo,19.166667,-104
Bluefields Airport,NI,NI-AS,Bluefileds,33.7350275,-116.38556281656
Augusto C. Sandino (Managua) International Airport,NI,NI-MN,Managua,43.763811,-93.31156
Puerto Cabezas Airport,NI,NI-AN,Puerto Cabezas,34.72069115,135.409971547417
Bocas Del Toro International Airport,PA,PA-1,Isla ColÃƒÂ³n,-24.20077775,-65.3139153804458
Alonso Valderrama Airport,PA,PA-6,ChitrÃƒÂ©,-24.2470033,-65.27515
Cap Manuel NiÃƒÂ±o International Airport,PA,PA-1,Changuinola,-24.20077775,-65.3139153804458
Enrique Malek International Airport,PA,PA-4,David,-24.2029267,-65.3153241329453
Enrique Adolfo Jimenez Airport,PA,PA-3,ColÃƒÂ³n,-24.20252805,-65.3142418275502
Marcos A. Gelabert International Airport,PA,PA-8,Albrook,40.8151054,-79.9275514
Ruben Cantu Airport,PA,PA-9,Santiago,48.4770265,13.359182
Tocumen International Airport,PA,PA-8,Tocumen,40.8151054,-79.9275514
Aerotortuguero Airport,CR,CR-L,Roxana,37.3708269,-108.5986017
Buenos Aires Airport,CR,CR-P,Punta Arenas,37.4153155,-108.3260843
Barra del Colorado Airport,CR,CR-L,Pococi,37.3708269,-108.5986017
Coto 47 Airport,CR,CR-P,Corredores,37.4153155,-108.3260843
Golfito Airport,CR,CR-P,Golfito,37.4153155,-108.3260843
Guapiles Airport,CR,CR-L,Pococi,37.3708269,-108.5986017
Daniel Oduber Quiros International Airport,CR,CR-G,Liberia,25.20600665,55.3467696643572
Los Chiles Airport,CR,CR-A,Los Chiles,41.167504,-83.919398
Limon International Airport,CR,CR-L,Puerto Limon,,
Nosara Airport,CR,CR-G,Nicoya,,
Juan Santamaria International Airport,CR,CR-A,San Jose,41.167504,-83.919398
Puerto Jimenez Airport,CR,CR-P,Puerto Jimenez,37.4153155,-108.3260843
Palmar Sur Airport,CR,CR-P,Palmar Sur,37.4153155,-108.3260843
Tobias Bolanos International Airport,CR,CR-SJ,San Jose,9.7888222,-84.301611
Quepos Managua Airport,CR,CR-P,Quepos,37.4153155,-108.3260843
San Vito De Java Airport,CR,CR-P,Coto Brus,37.4153155,-108.3260843
Upala Airport,CR,CR-A,Upala,,
MonseÃƒÂ±or ÃƒÂ“scar Arnulfo Romero International Airport,SV,SV-PA,San Salvador (San Luis Talpa),37.8208031,12.5100243
Ilopango International Airport,SV,SV-SS,San Salvador,59.43286,10.6834815
Les Cayes Airport,HT,HT-SD,Les Cayes,16.283333,31.55
Cap Haitien International Airport,HT,HT-ND,Cap Haitien,22.2919997,114.1991103
Jacmel Airport,HT,HT-SE,Jacmel,18.2973566,-72.3745698
JÃƒÂ©rÃƒÂ©mie Airport,HT,HT-GA,Jeremie,18.2879059,105.7842774
Toussaint Louverture International Airport,HT,HT-OU,Port-au-Prince,19.4832637,-71.9888727794839
Port-de-Paix Airport,HT,HT-NO,Port-de-Paix,19.6258245,-72.2699286
Gustavo Rizo Airport,CU,CU-14,Baracoa,23.0444666,-82.3967266292148
Carlos Manuel de Cespedes Airport,CU,CU-12,Bayamo,,
Maximo Gomez Airport,CU,CU-08,Ciego de Avila,23.1568086,-81.2412122
Jardines Del Rey Airport,CU,CU-08,Cayo Coco,23.1568086,-81.2412122
Jaime Gonzalez Airport,CU,CU-06,Cienfuegos,23.1520251,-81.2537967
Vilo AcuÃƒÂ±a International Airport,CU,CU-99,Cayo Largo del Sur,22.7925291,-82.5081462
Ignacio Agramonte International Airport,CU,CU-09,Camaguey,22.9939734,-81.464705
Antonio Maceo International Airport,CU,CU-13,Santiago,,
Leeward Point Field,CU,CU-14,Guantanamo Bay Naval Station,,
Mariana Grajales Airport,CU,CU-14,GuantÃƒÂ¡namo,,
JosÃƒÂ© MartÃƒÂ­ International Airport,CU,CU-03,Havana,,
Frank Pais International Airport,CU,CU-11,Holguin,23.17421555,-81.2063008373696
Kawama Airport,CU,CU-04,Varadero,47.2287293,-1.56440368873113
La Coloma Airport,CU,CU-01,Pinar del Rio,23.1406599,-81.2770633
Orestes Acosta Airport,CU,CU-11,Moa,23.17421555,-81.2063008373696
Sierra Maestra Airport,CU,CU-12,Manzanillo,22.7172362,-83.0549037
San Nicolas De Bari Airport,CU,CU-02,San NicolÃƒÂ¡s,23.1439129,-81.2709716
Rafael Cabrera Airport,CU,CU-99,Nueva Gerona,22.7925291,-82.5081462
Playa Baracoa Airport,CU,CU-02,Havana,23.1439129,-81.2709716
Pinar Del Rio Airport,CU,CU-01,Pinar del Rio,23.1406599,-81.2770633
Abel Santamaria Airport,CU,CU-05,Santa Clara,,
San Julian Air Base,CU,CU-01,Pinar Del Rio,23.1406599,-81.2770633
Siguanea Airport,CU,CU-99,Isla de la Juventud,22.7925291,-82.5081462
Alberto Delgado Airport,CU,CU-07,Trinidad,23.1545322,-81.248775
Juan Gualberto Gomez International Airport,CU,CU-04,Varadero,47.2287293,-1.56440368873113
Hermanos Ameijeiras Airport,CU,CU-10,Las Tunas,23.1723065,-81.2117589060047
Gerrard Smith International Airport,KY,KY-U-A,Cayman Brac,19.28525975,-81.3777942819837
Edward Bodden Airfield,KY,KY-U-A,Little Cayman,,
Owen Roberts International Airport,KY,KY-U-A,Georgetown,19.28525975,-81.3777942819837
Clarence A. Bain Airport,BS,BS-KB,Mangrove Cay,,
Andros Town Airport,BS,BS-NB,,-5.1801605,-80.6122517
Congo Town Airport,BS,BS-KB,Andros,,
Leonard M Thompson International Airport,BS,BS-MH,Marsh Harbour,-34.5017669,-58.6942083
San Andros Airport,BS,BS-NB,Andros Island,,
Spring Point Airport,BS,BS-AC,Spring Point,,
Treasure Cay Airport,BS,BS-MH,Treasure Cay,-34.5017669,-58.6942083
Chub Cay Airport,BS,BS-NB,,-5.1801605,-80.6122517
Great Harbour Cay Airport,BS,BS-NB,Bullocks Harbour,-5.1801605,-80.6122517
South Bimini Airport,BS,BS-BI,South Bimini,45.77958045,10.4258729694612
Arthur's Town Airport,BS,BS-CI,Arthur's Town,,
New Bight Airport,BS,BS-CI,Cat Island,,
Colonel Hill Airport,BS,BS-AC,Colonel Hill,,
Exuma International Airport,BS,BS-EX,George Town,,
George Town Airport,BS,BS-EX,George Town,,
North Eleuthera Airport,BS,BS-HI,North Eleuthera,,
Governor's Harbour Airport,BS,BS-GH,Governor's Harbour,,
Normans Cay Airport,BS,BS-EX,,,
Rock Sound Airport,BS,BS-RS,Rock Sound,-34.5759595,-58.6447875
Staniel Cay Airport,BS,BS-EX,,,
Grand Bahama International Airport,BS,BS-FP,Freeport,,
Inagua Airport,BS,BS-IN,Matthew Town,38.2463913,-0.5635855
Deadman's Cay Airport,BS,BS-LI,Deadman's Cay,,
Hard Bargain Airport,BS,BS-LI,,,
Stella Maris Airport,BS,BS-LI,Stella Maris,45.77958045,10.4258729694612
Mayaguana Airport,BS,BS-MG,Abrahams Bay,-34.6580506,-58.7894113
Lynden Pindling International Airport,BS,BS-NP,Nassau,-5.1801605,-80.6122517
Duncan Town Airport,BS,BS-RI,,45.77958045,10.4258729694612
San Salvador Airport,BS,BS-SR,San Salvador,45.77958045,10.4258729694612
Philip S. W. Goldson International Airport,BZ,BZ-BZ,Belize City,47.1328233,9.94547627500001
Changbaishan Airport,CN,CN-22,Baishan,-8.5816738,116.1305365
Rarotonga International Airport,CK,CK-U-A,Avarua,,
Nadi International Airport,FJ,FJ-W,Nadi,,
Nausori International Airport,FJ,FJ-C,Nausori,,
Labasa Airport,FJ,FJ-N,,-31.9591579,116.1417347
Fua'amotu International Airport,TO,TO-04,Nuku'alofa,48.6328115,18.1294618
Lifuka Island Airport,TO,TO-02,Lifuka,,
Vava'u International Airport,TO,TO-05,Vava'u Island,48.6539539,18.1819109
Gombe Lawanti International Airport,NG,NG-GO,Gombe,7.6392,8.2289
Warri Airport,NG,NG-DE,Warri,5.5273061,6.1784167
Funafuti International Airport,TV,TV-FUN,Funafuti,-8.5216688,179.198942340125
Bonriki International Airport,KI,KI-G,Tarawa,-1.283333,30.05
Tabiteuea North Airport,KI,KI-G,,-1.283333,30.05
Niue International Airport,NU,NU-U-A,Alofi,56.83226315,13.9371419233256
Ninglang Luguhu Airport,CN,CN-53,Ninglang,-8.5876247,116.1343175
Pointe Vele Airport,WF,WF-U-A,Futuna Island,,
Hihifo Airport,WF,WF-U-A,Wallis Island,,
Faleolo International Airport,WS,WS-AA,Apia,60.3183389,24.9216362
Fitiuta Airport,AS,AS-U-A,Fitiuta Village,-34.5637651,-58.687977
Pago Pago International Airport,AS,AS-U-A,Pago Pago,-34.5637651,-58.687977
Faa'a International Airport,PF,PF-U-A,Papeete,,
Rurutu Airport,PF,PF-U-A,,,
Tubuai Airport,PF,PF-U-A,,,
Anaa Airport,PF,PF-U-A,,,
Fangatau Airport,PF,PF-U-A,,,
Tikehau Airport,PF,PF-U-A,,,
Reao Airport,PF,PF-U-A,,,
Fakarava Airport,PF,PF-U-A,,,
Manihi Airport,PF,PF-U-A,,,
Totegegie Airport,PF,PF-U-A,,,
Kaukura Airport,PF,PF-U-A,,,
Makemo Airport,PF,PF-U-A,,,
Puka Puka Airport,PF,PF-U-A,,,
Takapoto Airport,PF,PF-U-A,,,
Arutua Airport,PF,PF-U-A,,,
Mataiva Airport,PF,PF-U-A,,,
Ahe Airport,PF,PF-U-A,Ahe Atoll,,
Takaroa Airport,PF,PF-U-A,,,
Nuku Hiva Airport,PF,PF-U-A,,,
Hiva Oa-Atuona Airport,PF,PF-U-A,Hiva Oa Island,,
Bora Bora Airport,PF,PF-U-A,Motu Mute,,
Rangiroa Airport,PF,PF-U-A,,,
Huahine-Fare Airport,PF,PF-U-A,Fare,,
Moorea Airport,PF,PF-U-A,,,
Hao Airport,PF,PF-U-A,,,
Maupiti Airport,PF,PF-U-A,,,
Raiatea Airport,PF,PF-U-A,Uturoa,,
Gaua Island Airport,VU,VU-TOB,Gaua Island,,
Santo Pekoa International Airport,VU,VU-SAM,Luganville,24.1159647,120.606661259314
Bauerfield International Airport,VU,VU-SEE,Port Vila,46.0193015,7.7437181
Tanna Airport,VU,VU-TAE,,51.05637565,-114.095036750876
Tiga Airport,NC,NC-U-A,Tiga,-34.4555097,-58.9641606
ÃƒÂŽle Art - Waala Airport,NC,NC-U-A,Waala,-34.4555097,-58.9641606
KonÃƒÂ© Airport,NC,NC-U-A,KonÃƒÂ©,-34.4555097,-58.9641606
ÃƒÂŽle des Pins Airport,NC,NC-U-A,ÃƒÂŽle des Pins,-34.4555097,-58.9641606
Koumac Airport,NC,NC-U-A,Koumac,-34.4555097,-58.9641606
Lifou Airport,NC,NC-U-A,Lifou,-34.4555097,-58.9641606
NoumÃƒÂ©a Magenta Airport,NC,NC-U-A,NoumÃƒÂ©a,-34.4555097,-58.9641606
MarÃƒÂ© Airport,NC,NC-U-A,MarÃƒÂ©,-34.4555097,-58.9641606
Touho Airport,NC,NC-U-A,Touho,-34.4555097,-58.9641606
OuvÃƒÂ©a Airport,NC,NC-U-A,OuvÃƒÂ©a,-34.4555097,-58.9641606
La Tontouta International Airport,NC,NC-U-A,NoumÃƒÂ©a,-34.4555097,-58.9641606
Auckland International Airport,NZ,NZ-AUK,Auckland,-36.5412811,174.550610491441
Taupo Airport,NZ,NZ-WKO,Taupo,-37.77922725,175.201032324659
Ardmore Airport,NZ,NZ-AUK,Manurewa,-36.5412811,174.550610491441
Christchurch International Airport,NZ,NZ-CAN,Christchurch,-43.49417615,171.809844758415
Chatham Islands-Tuuta Airport,NZ,NZ-WGN,Waitangi,-41.22354735,175.415757552626
Dunedin Airport,NZ,NZ-OTA,Dunedin,-45.1299859,169.5248818
Gisborne Airport,NZ,NZ-GIS,Gisborne,-38.2511249,178.1489099
Glentanner Airport,NZ,NZ-CAN,Glentanner Station,-43.49417615,171.809844758415
Hokitika Airfield,NZ,NZ-WTC,,-42.9945669,170.7100413
Hamilton International Airport,NZ,NZ-WKO,Hamilton,-37.77922725,175.201032324659
McMurdo Station Ice Runway,AQ,AQ-U-A,McMurdo Station,-5.1816027,-80.6207611
Kerikeri Airport,NZ,NZ-NTL,Kerikeri,-35.3712702,173.7405337
Kaitaia Airport,NZ,NZ-NTL,Kaitaia,-35.3712702,173.7405337
Alexandra Airport,NZ,NZ-OTA,Alexandra,-45.1299859,169.5248818
Mount Cook Airport,NZ,NZ-CAN,,-43.49417615,171.809844758415
Manapouri Airport,NZ,NZ-STL,,-45.7255555,168.2936808
Hood Airport,NZ,NZ-WGN,Masterton,-41.22354735,175.415757552626
New Plymouth Airport,NZ,NZ-TKI,New Plymouth,-39.2711067,174.154795
Hawke's Bay Airport,NZ,NZ-HKB,Napier,-39.4343279,176.7652742
Nelson Airport,NZ,NZ-NSN,Nelson,-41.09940685,173.42887551844
Invercargill Airport,NZ,NZ-STL,Invercargill,-45.7255555,168.2936808
RNZAF Base Ohakea,NZ,NZ-MWT,,-39.7001275,175.4986325
Oamaru Airport,NZ,NZ-OTA,,-45.1299859,169.5248818
McMurdo Station Pegasus Field,AQ,AQ-U-A,McMurdo Station,-5.1816027,-80.6207611
Palmerston North Airport,NZ,NZ-MWT,,-39.7001275,175.4986325
Paraparaumu Airport,NZ,NZ-WGN,,-41.22354735,175.415757552626
Queenstown International Airport,NZ,NZ-OTA,Queenstown,-45.1299859,169.5248818
Rotorua Regional Airport,NZ,NZ-BOP,Rotorua,-37.9503756,176.938287361554
South Pole Station Airport,AQ,AQ-U-A,,-5.1816027,-80.6207611
Tauranga Airport,NZ,NZ-BOP,Tauranga,-37.9503756,176.938287361554
Timaru Airport,NZ,NZ-CAN,,-43.49417615,171.809844758415
Pukaki Airport,NZ,NZ-CAN,Twitzel,-43.49417615,171.809844758415
Woodbourne Airport,NZ,NZ-MBH,Blenheim,-41.47447475,173.833026257761
Williams Field,AQ,AQ-U-A,McMurdo Station,-5.1816027,-80.6207611
Wanaka Airport,NZ,NZ-OTA,,-45.1299859,169.5248818
Whakatane Airport,NZ,NZ-BOP,,-37.9503756,176.938287361554
Wellington International Airport,NZ,NZ-WGN,Wellington,-41.22354735,175.415757552626
Wairoa Airport,NZ,NZ-HKB,Wairoa,-39.4343279,176.7652742
RNZAF Base Auckland-Whenuapai,NZ,NZ-AUK,,-36.5412811,174.550610491441
Whangarei Airport,NZ,NZ-NTL,,-35.3712702,173.7405337
