airport,latitude,longitude,municipality,country,country_code,city,state,postal_code,calling_code,timezone
Crawford W. Long Memorial Hospital Heliport,33.76869965,-84.38629913,Atlanta,United States,US-GA,,Georgia,30701,1,America/New_York
Mercer Airfield,34.437,-84.919702,Calhoun,United States,US-GA,Atlanta,Georgia,30363,1,America/New_York
Bridge Building Heliport,33.809669,-84.39515,Atlanta,United States,US-GA,,Georgia,,1,America/New_York
King Sky Ranch Airport,34.768199920654304,-83.59290313720703,Clarkesville,United States,US-GA,,Georgia,30206,1,America/New_York
Flying 'H' Ranch Airport,33.11479949951172,-84.4490966796875,Concord,United States,US-GA,,Georgia,30132,1,America/New_York
Paulding Memorial Hospital Heliport,33.9197998046875,-84.85269927978516,Dallas,United States,US-GA,Dalton,Georgia,30722,1,America/New_York
Hamilton Medical Center Heliport,34.78900146484375,-84.97270202636719,Dalton,United States,US-GA,,Georgia,30344,1,America/New_York
South Fulton Medical Center Heliport,33.67959976196289,-84.4271011352539,East Point,United States,US-GA,,Georgia,30721,1,America/New_York
Pratermill Flight Park Airport,34.881698608398445,-84.88970184326172,Dalton,United States,US-GA,,Georgia,,1,America/New_York
Shade Tree Airport,33.161800384521484,-84.45330047607422,Concord,United States,US-GA,,Georgia,30295,1,America/New_York
Takle Field,33.04180145263672,-84.41239929199219,Concord,United States,US-GA,,Georgia,30206,1,America/New_York
Meadowlark Airport,33.08729934692383,-84.40519714355469,Concord,United States,US-GA,,Georgia,,1,America/New_York
Broken Ranch Airport,33.15489959716797,-83.8988037109375,Forsyth,United States,US-GA,,Georgia,30173,1,America/New_York
Wallace Field,34.135798,-85.112197,Rome,United States,US-GA,,Georgia,31515,1,America/New_York
Appling General Hospital Heliport,31.768800735473643,-82.34850311279297,Baxley,United States,US-GA,,Georgia,,1,America/New_York
Dresden Airport,33.344799041748054,-84.91130065917969,Newnan,United States,US-GA,,Georgia,30012,1,America/New_York
Whispering Pines Airport,33.782299041748054,-83.98880004882812,Conyers,United States,US-GA,,Georgia,31030,1,America/New_York
Cameron Field,32.54779815673828,-83.82689666748047,Ft Valley,United States,US-GA,,Georgia,30015,1,America/New_York
Morgan Farm Field,33.595901,-83.804102,Covington,United States,US-GA,,Georgia,30014,1,America/New_York
Windy Hill Airport,33.546798706054695,-83.80549621582031,Covington,United States,US-GA,,Georgia,30041,1,America/New_York
Mc Donald Heliport,34.203998565700005,-84.05130004879999,Cumming,United States,US-GA,Atlanta,Georgia,30312,1,America/New_York
State Capital Parking Lot Heliport,33.748401641845696,-84.38739776611328,Atlanta,United States,US-GA,,Georgia,30204,1,America/New_York
Little Tobesofkee Creek Ranch Airport,32.983898162841804,-84.09559631347656,Barnesville,United States,US-GA,,Georgia,,1,America/New_York
High Valley Airpark,34.69810104370117,-84.01270294189453,Suches,United States,US-GA,,Georgia,,1,America/New_York
Wade Plantation Airport,32.9771,-81.5362,Sylvania,United States,US-GA,,Georgia,30228,1,America/New_York
Diamond S Airport,33.475799560546875,-84.27690124511719,Lovejoy,United States,US-GA,,Georgia,,1,America/New_York
Walker Field,33.452098846435554,-84.4094009399414,Fayetteville,United States,US-GA,,Georgia,30215,1,America/New_York
Adams Airport,33.39709854125977,-84.46019744873047,Fayetteville,United States,US-GA,,Georgia,30214,1,America/New_York
Beck Field,33.51940155029297,-84.51439666748047,Fayetteville,United States,US-GA,,Georgia,30215,1,America/New_York
Bishops Airport,33.445301,-84.4067,Fayetteville,United States,US-GA,,Georgia,30214,1,America/New_York
Mc Lendon Airport,33.491500854499996,-84.489402771,Fayetteville,United States,US-GA,,Georgia,30213,1,America/New_York
Coleman Field,33.526199340820305,-84.502197265625,Fayetteville,United States,US-GA,Atlanta,Georgia,30330,1,America/New_York
Fort Mcpherson Heliport,33.712501525878906,-84.43060302734375,Fort Mcpherson,United States,US-GA,Columbus,Georgia,31903,1,America/New_York
Joseph G Lapointe(Martin Army Hospital) Heliport,32.383499,-84.933296,Fort Benning(Columbus),United States,US-GA,,Georgia,30241,1,America/New_York
Grayhill Airport,32.9489021301,-85.05052948,LaGrange,United States,US-GA,,Georgia,31030,1,America/New_York
Miami Valley Farm Airport,32.54880142211914,-83.80180358886719,Fort Valley,United States,US-GA,,Gao,,223,America/New_York
Gabbs Airport,38.92409896850001,-117.958999634,Gabbs,United States,US-NV,,Mopti,,223,America/New_York
Grundy Municipal Airport,37.2323989868,-82.125,Grundy,United States,US-VA,თელავი,,2200,995,America/New_York
Morris Seaplane Base,33.60969924926758,-82.13580322265625,Evans,United States,US-GA,,Georgia,31641,1,America/New_York
Christians Folly Airport,30.91900062561035,-83.06880187988281,Naylor,United States,US-GA,,Georgia,30701,1,America/New_York
Adventhealth Gordon Heliport,34.51035,-84.927729,Calhoun,United States,US-GA,,Georgia,,1,America/New_York
Lanier Heliport,34.1688995361,-84.17109680179999,Cumming,United States,US-GA,,Georgia,31808,1,America/New_York
Mclendon Field,32.666944,-84.965556,Mulberry Grove,United States,US-GA,,Georgia,30753,1,America/New_York
Gibson Field,34.6156005859375,-85.34310150146484,Lafayette,United States,US-GA,,Georgia,30731,1,America/New_York
Hogjowl Airport,34.60580062866211,-85.46189880371094,Layfayette,United States,US-GA,,Georgia,,1,America/New_York
Richter Airpark,31.74860000610352,-83.57360076904297,Ashburn,United States,US-GA,,Georgia,,1,America/New_York
Elite Helicopters Heliport,31.518333,-83.1325,Ocilla,United States,US-GA,,Georgia,31027,1,America/New_York
Graham Heliport,32.52890014648437,-82.82170104980469,East Dublin,United States,US-GA,,Georgia,30436,1,America/New_York
Winge Farms Airport,32.1935997009,-82.2906036377,Lyons,United States,US-GA,,Georgia,31520,1,America/New_York
Se Georgia Health System-Brunswick Heliport,31.17530059814453,-81.48529815673828,Brunswick,United States,US-GA,,Georgia,31052,1,America/New_York
Hutto Farm Airport,32.683300018310554,-83.85690307617188,Fort Valley,United States,US-GA,,Georgia,31019,1,America/New_York
Duke Strip 2,32.381667,-83.059722,Dublin,United States,US-GA,,Georgia,31008-6650,1,America/New_York
Smith Field,32.60219955444336,-83.75420379638672,Byron,United States,US-GA,Johns Creek,Georgia,30097,1,America/New_York
Emory Johns Creek Hospital Heliport,34.067501068115234,-84.17749786376953,Duluth,United States,US-GA,,Georgia,,1,America/New_York
Sandy Hill Airport,33.221099853515625,-81.99530029296875,Waynesboro,United States,US-GA,,Georgia,,1,America/New_York
River Bend Airport,33.304444000000004,-84.136667,Locust Grove,United States,US-GA,,Georgia,30087,1,America/New_York
Stone Mountain Park Public Safety Heliport,33.818889,-84.15055600000002,Stone Mountain,United States,US-GA,,Georgia,30638,1,America/New_York
Southern Oaks Airport,33.731389,-83.46972199999998,Bostwick,United States,US-GA,Rome,Georgia,30163,1,America/New_York
Floyd County Sheriffs Office Heliport,34.281389000000004,-85.141944,Rome,United States,US-GA,,Georgia,40525,1,America/New_York
Heaven's Landing Airport,34.914398193400004,-83.4597015381,Clayton,United States,US-GA,Ceuta,Ceuta,51001,34,America/New_York
Pope Field,39.7902984619,-85.7360992432,Greenfield,United States,US-IN,,Southern Province,,232,America/New_York
Grand Isle Seaplane Base,29.262699,-89.961197,Grand Isle,United States,US-LA,,Alaska,,1,America/New_York
Goodnews Airport,59.117401123,-161.57699585,Goodnews,United States,US-AK,,,,221,America/New_York
Goads field,35.41423,-91.402483,Bradford,United States,US-AR,,,277,221,America/New_York
Granite Mountain Air Station,65.40209961,-161.28100590000003,Granite Mountain,United States,US-AK,Chiquimula,Chiquimula,20001,502,America/New_York
Gordonsville Municipal Airport,38.15599823,-78.16580200199999,Gordonsville,United States,US-VA,,,MAIO 1234,238,America/New_York
Highland-Winet Airport,38.77930068969727,-89.6404037475586,Highland,United States,US-IL,,Pennsylvania,,1,America/New_York
Sunbury Seaplane Base,40.91310119628906,-76.73300170898438,Sunbury,United States,US-PA,Gainesville,Missouri,65655,1,America/New_York
Gainesville Memorial Airport,36.61259841918945,-92.39990234375,Gainesville,United States,US-MO,,Montana,,1,America/New_York
Whetstone International Airport,48.998198,-112.789222,Port of Del Bonita,United States,US-MT,,Arizona,85119,1,America/New_York
Lost Dutchman Heliport,33.42580032348633,-111.54399871826172,Apache Junction,United States,US-AZ,,New York,10993,1,America/New_York
Haverstraw Heliport,41.210899353027344,-73.96929931640625,Haverstraw,United States,US-NY,,California,96046,1,America/New_York
Hyampom Airport,40.627601623535156,-123.47100067138672,Hyampom,United States,US-CA,Columbia,Illinois,62236,1,America/New_York
Sackman Field,38.450599670410156,-90.23590087890624,Columbia,United States,US-IL,Bismarck,Missouri,63624,1,America/New_York
Bismarck Memorial Airport,37.75419998168945,-90.6167984008789,Bismarck,United States,US-MO,,Nebraska,,1,America/New_York
Harlan County Lake Seaplane Base,40.04309844970703,-99.25090026855469,Alma,United States,US-NE,,Oklahoma,74048,1,America/New_York
Nowata Municipal Airport,36.72090148925781,-95.62529754638672,Nowata,United States,US-OK,,Mississippi,38632,1,America/New_York
"Hernando Village Airpark, Inc Airport",34.79819869995117,-90.03700256347656,Hernando,United States,US-MS,,California,96070,1,America/New_York
Bridge Bay Resort Seaplane Base,40.75759887695313,-122.322998046875,Redding,United States,US-CA,,Michigan,48748,1,America/New_York
Field of Dreams Airport,44.3650016784668,-83.76249694824219,Hale,United States,US-MI,,Texas,,1,America/New_York
River Falls Airport,35.0825,-101.7541,Amarillo,United States,US-TX,,Oklahoma,,1,America/New_York
Pawnee Municipal Airport,36.383399963378906,-96.810302734375,Pawnee,United States,US-OK,Addis Ababa / አዲስ አበባ,አዲስ አበባ / Addis Ababa,1044,251,America/New_York
Harford Field,42.9244,-106.308998,Casper,United States,US-WY,,ሶማሌ ክልል / Somali,,251,America/New_York
Haycock Airport,65.20099639889999,-161.156997681,Haycock,United States,US-AK,,Madang,,675,America/New_York
Hanchey Army (Fort Rucker) Heliport,31.34600067,-85.65429688,Fort Rucker Ozark,United States,US-AL,,California,93943,1,America/New_York
Tusi AHP (Hunter Liggett) Heliport,35.99349976,-121.2369995,Fort Hunter Ligget Jolon,United States,US-CA,,ጋሽ-ባርካ Gash barka القاش وبركة,,291,America/New_York
Princeville Airport,22.2091999054,-159.445999146,Hanalei,United States,US-HI,,Hawaii,96710,1,America/New_York
Peleau Airport,19.902201,-155.16601,Hakalau,United States,US-HI,,Hawaii,96751,1,America/New_York
Hanamaulu Airstrip,22.04129981994629,-159.38999938964844,Hanamaulu,United States,US-HI,Hilo CDP,Hawaii,96720,1,America/New_York
Hilo Medical Center Heliport,19.7184644887,-155.114421844,Hilo,United States,US-HI,,Hawaii,96727,1,America/New_York
Honokaa Airstrip,20.083599090576172,-155.5019989013672,Honokaa,United States,US-HI,,Hawaii,96763,1,America/New_York
Koele Heliport,20.840227,-156.920986,Lanai,United States,US-HI,,Hawaii,96738,1,America/New_York
Waikoloa Heliport,19.9205,-155.8607,Waikoloa Village,United States,US-HI,Honolulu,Hawaii,96813,1,America/New_York
Hon Municipal Building Heliport,21.30430030822754,-157.8560028076172,Honolulu,United States,US-HI,,Hawaii,96731,1,America/New_York
Kahuku Medical Center Heliport,21.676988,-157.955129,Kahuku,United States,US-HI,,Hawaii,,1,America/New_York
Puu Waa Waa Ranch Airport,19.791195,-155.848639,Kailua/Kona,United States,US-HI,,Hawaii,96743,1,America/New_York
Lucy Henriques Medical Center Heliport,20.02174,-155.663466,Kamuela,United States,US-HI,,Northern Mariana Islands,96952,1,America/New_York
Mountain View Airstrip,19.54750061035156,-155.10800170898438,Mountain View,United States,US-HI,Pearl City,Hawaii,96782,1,America/New_York
Heco-Waiau Heliport,21.39080047607422,-157.96499633789062,Honolulu,United States,US-HI,,Hawaii,96772,1,America/New_York
Kaalaiki Airstrip,19.122800827026367,-155.5780029296875,Naalehu,United States,US-HI,,Hawaii,96776,1,America/New_York
Upper Paauilo Airstrip,20.02829933166504,-155.38800048828125,Paauilo,United States,US-HI,,Hawaii,96777,1,America/New_York
Pahala Airstrip,19.21619987487793,-155.468994140625,Pahala,United States,US-HI,,Hawaii,96777,1,America/New_York
Upper Paauau Airport,19.227500915527344,-155.50900268554688,Pahala,United States,US-HI,,Hawaii,96720,1,America/New_York
Mauna Kea-Honolii Airport,19.763900756835934,-155.13800048828125,Papaikou,United States,US-HI,,Hawaii,96728,1,America/New_York
Pepeekeo Airstrip,19.84469985961914,-155.11300659179688,Pepeekeo,United States,US-HI,,Hawaii,,1,America/New_York
Haiku Airstrip,21.94239997863769,-159.44000244140625,Puhi,United States,US-HI,Honolulu,Hawaii,96813,1,America/New_York
The Queen's Medical Center Heliport,21.308197,-157.853645,Honolulu,United States,US-HI,Honolulu,Hawaii,,1,America/New_York
Kuakini Medical Center Heliport,21.313499450683594,-157.8470001220703,Honolulu,United States,US-HI,,Hawaii,96766,1,America/New_York
Hi 23 Airstrip,21.96579933166504,-159.427001953125,Puhi,United States,US-HI,,Guam,96913,1,America/New_York
Panda Airport,21.147899627685547,-157.25900268554688,Kaunakakai,United States,US-HI,,Hawaii,96761,1,America/New_York
Hyatt Regency Maui Hotel Heliport,20.912204,-156.69128700000005,Lahaina,United States,US-HI,,Hawaii,96770,1,America/New_York
Rainshed Heliport,19.433268,-155.25991000000005,Volcano Village,United States,US-HI,,Hawaii,,1,America/New_York
Kalalau Beach Heliport,22.17460060119629,-159.656005859375,Haena,United States,US-HI,Honolulu,Hawaii,96859,1,America/New_York
Moanalua Medical Center Heliport,21.36409950256348,-157.8990020751953,Honolulu,United States,US-HI,,Hawaii,96744,1,America/New_York
Kualoa Ranch Heliport,21.521799087524414,-157.83900451660156,Honolulu,United States,US-HI,,Hawaii,96731,1,America/New_York
Kahuku Fire & Police Station Heliport,21.675199508666992,-157.94700622558594,Kahuku,United States,US-HI,,Hawaii,,1,America/New_York
Turtle Bay Resort Heliport,21.7049007416,-158.00599670399998,Kahuku,United States,US-HI,,Northern Mariana Islands,,1,America/New_York
Healy Lake Airport,63.9958,-144.6926,Healy Lake,United States,US-AK,,Busia,,254,America/New_York
Hubbard Landing Seaplane Base,31.063611,-87.87,Stockton,United States,US-AL,,الواحات,,218,America/New_York
Tahneta Pass Airport,61.90059,-147.309022,Tahneta Pass Lodge,United States,US-AK,,Đắk Nông,820000,84,America/New_York
Hoppe Airspray,42.257036,-92.835475,Beaman,United States,US-IA,Grad Daruvar,,43500,385,America/New_York
Hawk Inlet Seaplane Base,58.12739944458008,-134.75599670410156,Hawk Inlet,United States,US-AK,,Puebla,72450,52,America/New_York
Hollis Clark Bay Seaplane Base,55.48160171510001,-132.645996094,Hollis,United States,US-AK,Joliet,Illinois,60436,1,America/New_York
Empress River Casino Heliport,41.48030090332031,-88.14399719238281,Joliet,United States,US-IL,Moline,Illinois,61265,1,America/New_York
Quad-City Seaplane Base,41.459999084472656,-90.4928970336914,Moline,United States,US-IL,,Idaho,,1,America/New_York
Cabin Creek US Forest Service Airport,45.143501281700004,-114.929000854,Big Creek Ranger Station,United States,US-ID,,Ohio,45385,1,America/New_York
Greene County-Lewis A. Jackson Regional Airport,39.6916999817,-83.990196228,Dayton,United States,US-OH,,West Virginia,24853,1,America/New_York
Welch Municipal Airport,37.41680145263672,-81.52899932861328,Welch,United States,US-WV,,Iowa,52043,1,America/New_York
Elkader Airport,42.846900939941406,-91.38069915771484,Elkader,United States,US-IA,,Kentucky,40319,1,America/New_York
Old Morehead-Rowan County Airport,38.133399963379,-83.53800201416,Morehead,United States,US-KY,Greendale,Indiana,47025-1322,1,America/New_York
Action Airpark,39.13249969482422,-84.82859802246094,Hardenstown,United States,US-IN,,West Virginia,25702,1,America/New_York
Robert Newlon Field,38.45700073242188,-82.31379699707031,Huntington,United States,US-WV,,Indiana,47454,1,America/New_York
Paoli Municipal Airport,38.58340072631836,-86.4625015258789,Paoli,United States,US-IN,Trotwood,Ohio,45427,1,America/New_York
