company_name,company_category
Viking Los Limited,Information Technology
Botify Limited,Information Technology
Code Tonic Scotland Limited,Information Technology
Innologix Ltd,Information Technology
Elegant Chaos Limited,Information Technology
Pass Management Systems Ltd,Information Technology
Senit Limited,Information Technology
Privitar Limited,Information Technology
Vitamin Software Consulting Limited,Information Technology
Skysoft Global Ltd,Information Technology
Spearsec Ltd.,Information Technology
X30 Group Limited,Information Technology
Makstar Ltd,Information Technology
Subtle Software Limited,Information Technology
Blundev Software Ltd,Information Technology
Equidata Solutions Limited,Information Technology
Efficient Software Limited,Information Technology
Richcode Limited,Information Technology
Knowledgemill Limited,Information Technology
Muon Ltd,Information Technology
Coded Domains Limited,Information Technology
Jdl Software Ltd,Information Technology
Danihar Technology Ltd,Information Technology
Anz Madison Limited,Information Technology
Mymailer Ltd,Information Technology
Hentsu Ltd,Information Technology
Dynovly Ltd,Information Technology
Nworks Technologies Limited,Information Technology
Mymindme Limited,Information Technology
Zenith Embedded Systems Limited,Information Technology
Cff International Ltd,Information Technology
Sienda Multimedia Ltd,Information Technology
271I Consulting Limited,Information Technology
Nrdit Ltd,Information Technology
Gig App Limited,Information Technology
Epic Solutions Limited,Information Technology
Avoir Technology Limited,Information Technology
Asksenti Ltd,Information Technology
Anbast Limited,Information Technology
Armour Communications Limited,Information Technology
Sotech Creations Limited,Information Technology
Leicester Service Limited,Information Technology
Kypri Ltd.,Information Technology
Johnston Enterprise Limited,Information Technology
201 Software Limited,Information Technology
Veset International Limited,Information Technology
Murdoch Technology Ltd,Information Technology
Noosa It Ltd.,Information Technology
Igloo Trading Solutions Limited,Information Technology
Blue Graphene Limited,Information Technology
Iteralis Ltd,Information Technology
Fligl Ltd,Information Technology
Volunteerit Limited,Information Technology
Diagnostax Limited,Information Technology
Codeworks Design Limited,Information Technology
Intamerge Limited,Information Technology
Bet 21 Online Limited,Information Technology
Aslf Limited,Information Technology
Traders Tools Limited,Information Technology
Appraise Me Limited,Information Technology
Say Digital Ltd,Information Technology
Alpha Quants Limited,Information Technology
Iatro Limited,Information Technology
Blue House Analysis Solutions Limited,Information Technology
Gfr Tech Ltd,Information Technology
Farmscan Ag Limited,Information Technology
Orographic Lift Limited,Information Technology
Durexa Limited,Information Technology
Ocean Dynamics Grp Limited,Information Technology
Chandexcel Ltd,Information Technology
Kudocs Limited,Information Technology
Whalar Ltd,Information Technology
Koan Digital Ltd,Information Technology
Qjam Limited,Information Technology
Alfruition Ltd,Information Technology
Space Squirrel Ltd,Information Technology
Simfoni Group Ltd,Information Technology
Sonr News Limited,Information Technology
Mike Royce Consulting Ltd,Information Technology
Greenstock Limited,Information Technology
Faceit! App Limited,Information Technology
Betajester Ltd,Information Technology
Pivotbot Limited,Information Technology
Agile Implementation Services Ltd,Information Technology
Nicelabel International Limited,Information Technology
Elements Software Limited,Information Technology
Torafugu Tech Ltd,Information Technology
Thundrnlightnin Ltd,Information Technology
Echo Tech Monitoring Solutions Limited,Information Technology
Alandarev Limited,Information Technology
Online Software Holdings Limited,Information Technology
Sherpa Digital Media UK Limited,Information Technology
Kage International Ltd,Information Technology
Uberlegen Software Development Limited,Information Technology
R.E.N Consultancy Limited,Information Technology
We Are Myrias Limited,Information Technology
Cloudfoxit Ltd,Information Technology
Metageni Limited,Information Technology
Juiceystuff Digital Design Studio Limited,Information Technology
Rs Technosoft Limited,Information Technology
Loop Perfect Limited,Information Technology
Sclk Ltd,Information Technology
Eisenstein Solutions Limited,Information Technology
Arilio Ltd,Information Technology
Atlas Testing Services Ltd.,Information Technology
Unarin Ltd.,Information Technology
Warp Digital Ltd,Information Technology
Magosoft Ltd,Information Technology
Tk Prospect Ltd,Information Technology
"Avirat, Ltd",Information Technology
Red Thing Ltd,Information Technology
Acoda Limited,Information Technology
Vos Voco Ltd,Information Technology
Ark Databases Limited,Information Technology
Frontier Digital Innovation Limited,Information Technology
Mjc Digital Ltd,Information Technology
Vuewell Limited,Information Technology
Everdevs.Net Limited,Information Technology
Appwise Ltd,Information Technology
Tabiiki Limited,Information Technology
Mantella Digital Limited,Information Technology
Arapio Ltd,Information Technology
Skoli Solutions Limited,Information Technology
Blackstone Software Solutions Ltd,Information Technology
Reliant Consultants Limited,Information Technology
Oldfield Solutions Limited,Information Technology
Fiintech Limited,Information Technology
Autino Limited,Information Technology
Vcsa Limited,Information Technology
Shepherd Network Limited,Information Technology
Mnscf Limited,Information Technology
Artemis Solutions Limited,Information Technology
Integrated Cloud Products Limited,Information Technology
Alav Ltd,Information Technology
Theorem Technology Limited,Information Technology
Brandpath Software Limited,Information Technology
Aarika Technologies Limited,Information Technology
Mycareadmin Limited,Information Technology
Smiff Limited,Information Technology
Ralph Hawkins Limited,Information Technology
Pixualise Limited,Information Technology
Infomar Ltd,Information Technology
Mithom Limited,Information Technology
Xseta Limited,Information Technology
Hedgd Limited,Information Technology
Applied Automation Services Ltd,Information Technology
Broomiebank Consulting Services Ltd,Information Technology
Purrse Ltd,Information Technology
Brand That Name Limited,Information Technology
Gb Techsolutions Ltd,Information Technology
Decision Studio Limited,Information Technology
Sophisters Limited,Information Technology
Ge- Solution Limited,Information Technology
Scadasys Technologies Limited,Information Technology
Photospire Limited,Information Technology
Flex Infusion Limited,Information Technology
Redblack Software Limited,Information Technology
School Administration Management Systems UK Ltd,Information Technology
Cloudentity Limited,Information Technology
Cloudface Apps Limited,Information Technology
Strawberry Media Group Limited,Information Technology
Supportpal Limited,Information Technology
Swssoft Ltd,Information Technology
Stunning Software Limited,Information Technology
Tallsoft Limited,Information Technology
Belks Tech Ltd,Information Technology
Ado It Limited,Information Technology
Crispy Code Ltd,Information Technology
Ak & P Data Consultancy Limited,Information Technology
Dan Lacey Ltd,Information Technology
Twin Creations Ltd,Information Technology
Devine Digital Ltd,Information Technology
Netfront Technologies Limited,Information Technology
Verti Assured Limited,Information Technology
Simply Do Ideas Limited,Information Technology
Adam Anthony Ltd,Information Technology
Dream Sites Ltd,Information Technology
Planet Dime Ltd,Information Technology
Glide Design Services Limited,Information Technology
Ben Eppel Software Limited,Information Technology
Software And Integration Services Associates Limited,Information Technology
Siya Tech Ventures Ltd,Information Technology
Jsl Computer Solutions Ltd,Information Technology
Burke & Best Limited,Information Technology
Dexign & Bauen Limited,Information Technology
Di Software Ltd,Information Technology
Accelerate Platforms Limited,Information Technology
Ishaan Consulting Limited,Information Technology
Bizit Consulting Ltd,Information Technology
Vijtek Ltd,Information Technology
Development Operations Ltd,Information Technology
Mb Software Systems Limited,Information Technology
Clypd Ltd,Information Technology
Brightmatter Solutions Limited,Information Technology
Cloudview Ltd,Information Technology
Ksb Systems Trading Ltd,Information Technology
Redcloud Ip Limited,Information Technology
Infocompute Systems Ltd,Information Technology
Jawmark Digital Limited,Information Technology
Magicube Ltd,Information Technology
Luminoso Technologies UK Limited,Information Technology
Vendorable Limited,Information Technology
Opalstorm Limited,Information Technology
Nick Gatzos Programs Ltd,Information Technology
3T Software Labs Limited,Information Technology
Inventis Design Ltd,Information Technology
Ciberdine Limited,Information Technology
Transformative Ai Limited,Information Technology
Emisha Consulting Ltd,Information Technology
Railsbank Technology Limited,Information Technology
Samyoul Limited,Information Technology
Alx Technologies Ltd.,Information Technology
